Data Structure,Number of Nodes,Density,User Time,Add Time,GetNext Time,Update Time
LL Priority Queue,1000,0.01,0.5850,0.0030,0.0028,0.2942
Priority Queue,1000,0.01,0.3943,0.0007,0.0416,0.0500
Binary Heap,1000,0.01,1.4179,0.2167,0.2049,0.7159
Bucket Queue,1000,0.01,0.0284,0.0025,0.0003,0.0151
LL Priority Queue,1000,0.01,0.0567,0.0027,0.0001,0.0428
Priority Queue,1000,0.01,0.0237,0.0005,0.0029,0.0090
Binary Heap,1000,0.01,0.4026,0.1997,0.0177,0.1722
Bucket Queue,1000,0.01,0.3335,0.0247,0.0127,0.0362
LL Priority Queue,1000,0.01,0.5496,0.0028,0.0024,0.2931
Priority Queue,1000,0.01,0.3245,0.0005,0.0372,0.0410
Binary Heap,1000,0.01,1.4027,0.2160,0.2010,0.7449
Bucket Queue,1000,0.01,0.1604,0.0031,0.0049,0.0372
LL Priority Queue,1000,0.01,0.4263,0.0085,0.0014,0.2763
Priority Queue,1000,0.01,0.1970,0.0008,0.0262,0.0420
Binary Heap,1000,0.01,1.2064,0.2158,0.1482,0.7070
Bucket Queue,1000,0.01,0.1807,0.0034,0.0055,0.0339
LL Priority Queue,1000,0.01,0.4193,0.0113,0.0013,0.2678
Priority Queue,1000,0.01,0.2005,0.0006,0.0260,0.0381
Binary Heap,1000,0.01,1.2356,0.1821,0.1588,0.7469
Bucket Queue,1000,0.01,0.0189,0.0026,0.0002,0.0102
LL Priority Queue,1000,0.01,0.0320,0.0023,0.0001,0.0233
Priority Queue,1000,0.01,0.0137,0.0006,0.0016,0.0052
Binary Heap,1000,0.01,0.3038,0.1963,0.0090,0.0918
Bucket Queue,1000,0.01,0.3733,0.0046,0.0128,0.0415
LL Priority Queue,1000,0.01,0.6236,0.0028,0.0031,0.2995
Priority Queue,1000,0.01,0.3761,0.0007,0.0388,0.0429
Binary Heap,1000,0.01,1.4794,0.2063,0.2132,0.7492
Bucket Queue,1000,0.01,0.1019,0.0074,0.0022,0.0361
LL Priority Queue,1000,0.01,0.2633,0.0058,0.0005,0.2029
Priority Queue,1000,0.01,0.0952,0.0007,0.0127,0.0291
Binary Heap,1000,0.01,0.9470,0.2603,0.0729,0.5545
Bucket Queue,1000,0.01,0.3963,0.0072,0.0185,0.0668
LL Priority Queue,1000,0.01,0.6185,0.0038,0.0026,0.3515
Priority Queue,1000,0.01,0.3833,0.0006,0.0460,0.0514
Binary Heap,1000,0.01,1.6500,0.2471,0.2436,0.8671
Bucket Queue,1000,0.01,0.1910,0.0050,0.0047,0.0595
LL Priority Queue,1000,0.01,0.3689,0.0114,0.0009,0.2677
Priority Queue,1000,0.01,0.1291,0.0007,0.0174,0.0323
Binary Heap,1000,0.01,1.4609,0.3703,0.1335,0.8457
Bucket Queue,1000,0.01,0.1102,0.0044,0.0021,0.0463
LL Priority Queue,1000,0.01,0.2735,0.0032,0.0005,0.2130
Priority Queue,1000,0.01,0.1192,0.0120,0.0147,0.0333
Binary Heap,1000,0.01,0.8690,0.2923,0.0599,0.4699
Bucket Queue,1000,0.01,0.0301,0.0042,0.0004,0.0153
LL Priority Queue,1000,0.01,0.0520,0.0024,0.0001,0.0393
Priority Queue,1000,0.01,0.0224,0.0006,0.0027,0.0086
Binary Heap,1000,0.01,0.4063,0.2223,0.0154,0.1571
Bucket Queue,1000,0.01,0.2258,0.0049,0.0066,0.0403
LL Priority Queue,1000,0.01,0.4349,0.0025,0.0016,0.2662
Priority Queue,1000,0.01,0.2338,0.0006,0.0300,0.0398
Binary Heap,1000,0.01,1.3320,0.1946,0.1791,0.7796
Bucket Queue,1000,0.01,0.2768,0.0081,0.0096,0.0354
LL Priority Queue,1000,0.01,0.4851,0.0032,0.0019,0.2762
Priority Queue,1000,0.01,0.2691,0.0007,0.0326,0.0396
Binary Heap,1000,0.01,1.4379,0.2153,0.2014,0.7953
Bucket Queue,1000,0.01,0.1877,0.0032,0.0058,0.0370
LL Priority Queue,1000,0.01,0.4318,0.0086,0.0015,0.2724
Priority Queue,1000,0.01,0.2126,0.0007,0.0280,0.0380
Binary Heap,1000,0.01,1.2037,0.1897,0.1600,0.6994
Bucket Queue,1000,0.01,0.3479,0.0026,0.0142,0.0429
LL Priority Queue,1000,0.01,0.5489,0.0034,0.0026,0.2816
Priority Queue,1000,0.01,0.3729,0.0066,0.0411,0.0459
Binary Heap,1000,0.01,1.4127,0.2168,0.2060,0.7091
Bucket Queue,1000,0.01,0.1237,0.0027,0.0027,0.0324
LL Priority Queue,1000,0.01,0.3374,0.0023,0.0008,0.2426
Priority Queue,1000,0.01,0.1514,0.0006,0.0202,0.0362
Binary Heap,1000,0.01,1.0004,0.1849,0.1091,0.6112
Bucket Queue,1000,0.01,0.0897,0.0067,0.0019,0.0310
LL Priority Queue,1000,0.01,0.2313,0.0025,0.0005,0.1768
Priority Queue,1000,0.01,0.0925,0.0006,0.0122,0.0277
Binary Heap,1000,0.01,0.7496,0.1928,0.0628,0.4439
Bucket Queue,1000,0.01,0.3002,0.0041,0.0144,0.0492
LL Priority Queue,1000,0.01,0.4967,0.0026,0.0021,0.2739
Priority Queue,1000,0.01,0.3358,0.0005,0.0414,0.0496
Binary Heap,1000,0.01,1.3545,0.1831,0.1976,0.7383
Bucket Queue,1000,0.01,0.2338,0.0025,0.0087,0.0341
LL Priority Queue,1000,0.01,0.4737,0.0078,0.0017,0.2768
Priority Queue,1000,0.01,0.2496,0.0005,0.0300,0.0375
Binary Heap,1000,0.01,1.3405,0.1854,0.1958,0.7438
Bucket Queue,1000,0.01,0.1007,0.0025,0.0034,0.0304
LL Priority Queue,1000,0.01,0.3025,0.0026,0.0007,0.2230
Priority Queue,1000,0.01,0.1213,0.0079,0.0156,0.0301
Binary Heap,1000,0.01,0.8922,0.1834,0.0928,0.5388
Bucket Queue,1000,0.01,0.2160,0.0027,0.0075,0.0377
LL Priority Queue,1000,0.01,0.4719,0.0029,0.0017,0.2909
Priority Queue,1000,0.01,0.2279,0.0006,0.0295,0.0380
Binary Heap,1000,0.01,1.2842,0.1832,0.1814,0.7329
Bucket Queue,1000,0.01,0.1838,0.0024,0.0079,0.0334
LL Priority Queue,1000,0.01,0.4170,0.0026,0.0012,0.2688
Priority Queue,1000,0.01,0.2107,0.0005,0.0269,0.0383
Binary Heap,1000,0.01,1.2043,0.1841,0.1626,0.6956
Bucket Queue,1000,0.01,0.1221,0.0074,0.0029,0.0354
LL Priority Queue,1000,0.01,0.3560,0.0026,0.0008,0.2608
Priority Queue,1000,0.01,0.1272,0.0007,0.0173,0.0331
Binary Heap,1000,0.01,0.9286,0.1794,0.0977,0.5697
Bucket Queue,1000,0.01,0.2510,0.0028,0.0087,0.0374
LL Priority Queue,1000,0.01,0.5546,0.0093,0.0025,0.3015
Priority Queue,1000,0.01,0.3343,0.0007,0.0413,0.0530
Binary Heap,1000,0.01,1.3336,0.1940,0.1895,0.7434
Bucket Queue,1000,0.01,0.0987,0.0032,0.0022,0.0307
LL Priority Queue,1000,0.01,0.2897,0.0022,0.0007,0.2136
Priority Queue,1000,0.01,0.1220,0.0065,0.0158,0.0315
Binary Heap,1000,0.01,0.8735,0.1735,0.0893,0.5373
Bucket Queue,1000,0.01,0.1689,0.0030,0.0047,0.0343
LL Priority Queue,1000,0.01,0.4051,0.0024,0.0011,0.2706
Priority Queue,1000,0.01,0.1760,0.0005,0.0232,0.0347
Binary Heap,1000,0.01,1.1049,0.1797,0.1416,0.6506
Bucket Queue,1000,0.01,0.2284,0.0027,0.0075,0.0371
LL Priority Queue,1000,0.01,0.4541,0.0028,0.0016,0.2756
Priority Queue,1000,0.01,0.2508,0.0005,0.0305,0.0404
Binary Heap,1000,0.01,1.3078,0.1875,0.1839,0.7405
Bucket Queue,1000,0.01,0.2239,0.0072,0.0070,0.0351
LL Priority Queue,1000,0.01,0.4811,0.0024,0.0019,0.2883
Priority Queue,1000,0.01,0.2384,0.0007,0.0299,0.0375
Binary Heap,1000,0.01,1.2713,0.1783,0.1851,0.7148
Bucket Queue,1000,0.01,0.0895,0.0027,0.0022,0.0297
LL Priority Queue,1000,0.01,0.2955,0.0251,0.0006,0.2061
Priority Queue,1000,0.01,0.1092,0.0006,0.0145,0.0299
Binary Heap,1000,0.01,0.8426,0.1755,0.0803,0.5213
Bucket Queue,1000,0.01,0.3009,0.0033,0.0148,0.0346
LL Priority Queue,1000,0.01,0.4948,0.0026,0.0023,0.2564
Priority Queue,1000,0.01,0.3235,0.0006,0.0362,0.0396
Binary Heap,1000,0.01,1.3321,0.1828,0.1963,0.6964
Bucket Queue,1000,0.01,0.2006,0.0026,0.0063,0.0366
LL Priority Queue,1000,0.01,0.4056,0.0024,0.0015,0.2545
Priority Queue,1000,0.01,0.2023,0.0005,0.0257,0.0365
Binary Heap,1000,0.01,1.1631,0.1842,0.1573,0.6641
Bucket Queue,1000,0.01,0.2106,0.0064,0.0062,0.0335
LL Priority Queue,1000,0.01,0.4118,0.0031,0.0015,0.2437
Priority Queue,1000,0.01,0.2278,0.0006,0.0283,0.0363
Binary Heap,1000,0.01,1.2107,0.1769,0.1729,0.6830
Bucket Queue,1000,0.01,0.1618,0.0029,0.0037,0.0466
LL Priority Queue,1000,0.01,0.3522,0.0092,0.0008,0.2456
Priority Queue,1000,0.01,0.1280,0.0006,0.0173,0.0309
Binary Heap,1000,0.01,0.9425,0.1674,0.1055,0.5779
Bucket Queue,1000,0.01,0.1815,0.0030,0.0054,0.0350
LL Priority Queue,1000,0.01,0.3866,0.0084,0.0012,0.2412
Priority Queue,1000,0.01,0.2047,0.0005,0.0258,0.0380
Binary Heap,1000,0.01,1.1454,0.1706,0.1498,0.6768
Bucket Queue,1000,0.01,0.1672,0.0032,0.0049,0.0342
LL Priority Queue,1000,0.01,0.3918,0.0025,0.0012,0.2579
Priority Queue,1000,0.01,0.1823,0.0005,0.0238,0.0358
Binary Heap,1000,0.01,1.1222,0.1891,0.1434,0.6527
Bucket Queue,1000,0.01,0.0474,0.0029,0.0007,0.0219
LL Priority Queue,1000,0.01,0.1216,0.0023,0.0002,0.0958
Priority Queue,1000,0.01,0.0497,0.0007,0.0063,0.0172
Binary Heap,1000,0.01,0.5129,0.1852,0.0313,0.2727
Bucket Queue,1000,0.01,0.0818,0.0080,0.0016,0.0283
LL Priority Queue,1000,0.01,0.2172,0.0024,0.0004,0.1671
Priority Queue,1000,0.01,0.0800,0.0007,0.0107,0.0238
Binary Heap,1000,0.01,0.6947,0.1728,0.0575,0.4190
Bucket Queue,1000,0.01,0.2709,0.0033,0.0091,0.0440
LL Priority Queue,1000,0.01,0.4554,0.0023,0.0018,0.2578
Priority Queue,1000,0.01,0.2604,0.0007,0.0313,0.0374
Binary Heap,1000,0.01,1.2510,0.1823,0.1799,0.6814
Bucket Queue,1000,0.01,0.1961,0.0032,0.0068,0.0396
LL Priority Queue,1000,0.01,0.4309,0.0114,0.0013,0.2754
Priority Queue,1000,0.01,0.2026,0.0006,0.0263,0.0380
Binary Heap,1000,0.01,1.1107,0.1800,0.1457,0.6443
Bucket Queue,1000,0.01,0.3070,0.0026,0.0126,0.0381
LL Priority Queue,1000,0.01,0.5257,0.0028,0.0026,0.2655
Priority Queue,1000,0.01,0.3391,0.0062,0.0373,0.0411
Binary Heap,1000,0.01,1.3287,0.1788,0.1962,0.6877
Bucket Queue,1000,0.01,0.3308,0.0033,0.0117,0.0429
LL Priority Queue,1000,0.01,0.5207,0.0024,0.0025,0.2570
Priority Queue,1000,0.01,0.3279,0.0006,0.0342,0.0366
Binary Heap,1000,0.01,1.3150,0.1988,0.1880,0.6598
Bucket Queue,1000,0.01,0.0439,0.0024,0.0007,0.0218
LL Priority Queue,1000,0.01,0.1212,0.0023,0.0002,0.0960
Priority Queue,1000,0.01,0.0479,0.0005,0.0061,0.0165
Binary Heap,1000,0.01,0.5061,0.1915,0.0283,0.2644
Bucket Queue,1000,0.01,0.1064,0.0105,0.0021,0.0314
LL Priority Queue,1000,0.01,0.2987,0.0182,0.0006,0.2110
Priority Queue,1000,0.01,0.1202,0.0006,0.0157,0.0312
Binary Heap,1000,0.01,0.7878,0.1671,0.0767,0.4809
Bucket Queue,1000,0.01,0.2450,0.0030,0.0089,0.0356
LL Priority Queue,1000,0.01,0.4507,0.0084,0.0017,0.2618
Priority Queue,1000,0.01,0.2729,0.0006,0.0336,0.0431
Binary Heap,1000,0.01,1.2382,0.1931,0.1734,0.6871
Bucket Queue,1000,0.01,0.0457,0.0027,0.0005,0.0226
LL Priority Queue,1000,0.01,0.1041,0.0022,0.0002,0.0821
Priority Queue,1000,0.01,0.0539,0.0074,0.0061,0.0168
Binary Heap,1000,0.01,0.4879,0.1936,0.0259,0.2490
Bucket Queue,1000,0.01,0.0240,0.0037,0.0003,0.0122
LL Priority Queue,1000,0.01,0.0405,0.0024,0.0001,0.0297
Priority Queue,1000,0.01,0.0177,0.0005,0.0021,0.0070
Binary Heap,1000,0.01,0.3218,0.1984,0.0108,0.1048
Bucket Queue,1000,0.01,0.3224,0.0041,0.0121,0.0336
LL Priority Queue,1000,0.01,0.4971,0.0023,0.0022,0.2497
Priority Queue,1000,0.01,0.3192,0.0005,0.0350,0.0393
Binary Heap,1000,0.01,1.3420,0.1717,0.1971,0.7091
Bucket Queue,1000,0.01,0.3161,0.0088,0.0122,0.0356
LL Priority Queue,1000,0.01,0.5221,0.0022,0.0025,0.2557
Priority Queue,1000,0.01,0.3321,0.0005,0.0349,0.0374
Binary Heap,1000,0.01,1.3778,0.1833,0.2004,0.7155
Bucket Queue,1000,0.01,0.2584,0.0031,0.0104,0.0360
LL Priority Queue,1000,0.01,0.4764,0.0081,0.0019,0.2657
Priority Queue,1000,0.01,0.2720,0.0005,0.0328,0.0378
Binary Heap,1000,0.01,1.2535,0.1667,0.1872,0.6850
Bucket Queue,1000,0.01,0.1157,0.0033,0.0026,0.0342
LL Priority Queue,1000,0.01,0.3023,0.0080,0.0008,0.2142
Priority Queue,1000,0.01,0.1292,0.0007,0.0173,0.0340
Binary Heap,1000,0.01,0.8310,0.1718,0.0859,0.5018
Bucket Queue,1000,0.01,0.2914,0.0031,0.0098,0.0372
LL Priority Queue,1000,0.01,0.5110,0.0023,0.0023,0.2747
Priority Queue,1000,0.01,0.3122,0.0005,0.0357,0.0434
Binary Heap,1000,0.01,1.2924,0.1886,0.1895,0.6768
Bucket Queue,1000,0.01,0.1400,0.0025,0.0041,0.0333
LL Priority Queue,1000,0.01,0.3476,0.0024,0.0009,0.2387
Priority Queue,1000,0.01,0.1608,0.0007,0.0211,0.0371
Binary Heap,1000,0.01,1.0541,0.1758,0.1275,0.6346
Bucket Queue,1000,0.01,0.2953,0.0072,0.0112,0.0354
LL Priority Queue,1000,0.01,0.5005,0.0024,0.0023,0.2606
Priority Queue,1000,0.01,0.3008,0.0005,0.0324,0.0360
Binary Heap,1000,0.01,1.3174,0.1752,0.1914,0.6973
Bucket Queue,1000,0.01,0.0220,0.0028,0.0002,0.0144
LL Priority Queue,1000,0.01,0.0261,0.0020,0.0000,0.0195
Priority Queue,1000,0.01,0.0110,0.0004,0.0012,0.0044
Binary Heap,1000,0.01,0.2709,0.1783,0.0073,0.0801
Bucket Queue,1000,0.01,0.2300,0.0024,0.0066,0.0359
LL Priority Queue,1000,0.01,0.4263,0.0092,0.0015,0.2487
Priority Queue,1000,0.01,0.2293,0.0005,0.0282,0.0347
Binary Heap,1000,0.01,1.2177,0.1945,0.1701,0.6702
Bucket Queue,1000,0.01,0.2535,0.0031,0.0110,0.0345
LL Priority Queue,1000,0.01,0.4828,0.0080,0.0020,0.2566
Priority Queue,1000,0.01,0.3014,0.0158,0.0335,0.0355
Binary Heap,1000,0.01,1.2680,0.1705,0.1906,0.6706
Bucket Queue,1000,0.01,0.3457,0.0025,0.0134,0.0375
LL Priority Queue,1000,0.01,0.5023,0.0026,0.0024,0.2464
Priority Queue,1000,0.01,0.3520,0.0005,0.0366,0.0395
Binary Heap,1000,0.01,1.3064,0.1680,0.1911,0.6684
Bucket Queue,1000,0.01,0.2891,0.0025,0.0128,0.0361
LL Priority Queue,1000,0.01,0.4907,0.0020,0.0021,0.2594
Priority Queue,1000,0.01,0.2974,0.0004,0.0328,0.0364
Binary Heap,1000,0.01,1.3103,0.1714,0.1933,0.6879
Bucket Queue,1000,0.01,0.0935,0.0076,0.0021,0.0283
LL Priority Queue,1000,0.01,0.2610,0.0024,0.0005,0.1976
Priority Queue,1000,0.01,0.1080,0.0007,0.0141,0.0308
Binary Heap,1000,0.01,0.7820,0.1667,0.0719,0.4851
Bucket Queue,1000,0.01,0.2875,0.0032,0.0109,0.0391
LL Priority Queue,1000,0.01,0.5008,0.0088,0.0023,0.2690
Priority Queue,1000,0.01,0.2875,0.0005,0.0325,0.0377
Binary Heap,1000,0.01,1.2422,0.1707,0.1858,0.6597
Bucket Queue,1000,0.01,0.1190,0.0024,0.0030,0.0332
LL Priority Queue,1000,0.01,0.3233,0.0074,0.0008,0.2288
Priority Queue,1000,0.01,0.1196,0.0006,0.0160,0.0299
Binary Heap,1000,0.01,0.9116,0.1874,0.0964,0.5467
Bucket Queue,1000,0.01,0.2900,0.0027,0.0132,0.0340
LL Priority Queue,1000,0.01,0.4829,0.0026,0.0020,0.2614
Priority Queue,1000,0.01,0.2905,0.0004,0.0324,0.0395
Binary Heap,1000,0.01,1.3741,0.1872,0.2078,0.7140
Bucket Queue,1000,0.01,0.2317,0.0027,0.0078,0.0350
LL Priority Queue,1000,0.01,0.4689,0.0024,0.0018,0.2704
Priority Queue,1000,0.01,0.2460,0.0005,0.0291,0.0348
Binary Heap,1000,0.01,1.2694,0.1650,0.1925,0.6886
Bucket Queue,1000,0.01,0.2735,0.0061,0.0090,0.0333
LL Priority Queue,1000,0.01,0.4812,0.0024,0.0020,0.2640
Priority Queue,1000,0.01,0.2849,0.0005,0.0324,0.0371
Binary Heap,1000,0.01,1.3182,0.1741,0.1956,0.7035
Bucket Queue,1000,0.01,0.0842,0.0029,0.0022,0.0281
LL Priority Queue,1000,0.01,0.2650,0.0074,0.0006,0.1937
Priority Queue,1000,0.01,0.1014,0.0008,0.0140,0.0276
Binary Heap,1000,0.01,0.7442,0.1698,0.0698,0.4481
Bucket Queue,1000,0.01,0.1264,0.0032,0.0034,0.0320
LL Priority Queue,1000,0.01,0.3358,0.0078,0.0009,0.2263
Priority Queue,1000,0.01,0.1450,0.0007,0.0195,0.0345
Binary Heap,1000,0.01,0.9436,0.1676,0.1112,0.5651
Bucket Queue,1000,0.01,0.2677,0.0025,0.0101,0.0327
LL Priority Queue,1000,0.01,0.4744,0.0025,0.0020,0.2574
Priority Queue,1000,0.01,0.2910,0.0005,0.0324,0.0374
Binary Heap,1000,0.01,1.3385,0.1866,0.1995,0.7076
Bucket Queue,1000,0.01,0.2176,0.0029,0.0074,0.0346
LL Priority Queue,1000,0.01,0.4527,0.0029,0.0016,0.2704
Priority Queue,1000,0.01,0.2249,0.0005,0.0275,0.0362
Binary Heap,1000,0.01,1.2279,0.1749,0.1808,0.6749
Bucket Queue,1000,0.01,0.2990,0.0059,0.0143,0.0365
LL Priority Queue,1000,0.01,0.5032,0.0023,0.0023,0.2678
Priority Queue,1000,0.01,0.3117,0.0005,0.0341,0.0383
Binary Heap,1000,0.01,1.3779,0.1717,0.2063,0.7236
Bucket Queue,1000,0.01,0.1181,0.0038,0.0024,0.0361
LL Priority Queue,1000,0.01,0.3431,0.0154,0.0008,0.2346
Priority Queue,1000,0.01,0.1203,0.0006,0.0161,0.0307
Binary Heap,1000,0.01,0.8946,0.1657,0.0975,0.5473
Bucket Queue,1000,0.01,0.2185,0.0031,0.0075,0.0335
LL Priority Queue,1000,0.01,0.4408,0.0087,0.0016,0.2596
Priority Queue,1000,0.01,0.2455,0.0007,0.0296,0.0423
Binary Heap,1000,0.01,1.2323,0.1719,0.1734,0.7033
Bucket Queue,1000,0.01,0.1941,0.0025,0.0067,0.0352
LL Priority Queue,1000,0.01,0.4150,0.0024,0.0013,0.2654
Priority Queue,1000,0.01,0.2083,0.0058,0.0256,0.0359
Binary Heap,1000,0.01,1.1514,0.1674,0.1576,0.6668
Bucket Queue,1000,0.01,0.0989,0.0023,0.0024,0.0305
LL Priority Queue,1000,0.01,0.2926,0.0021,0.0007,0.2129
Priority Queue,1000,0.01,0.1369,0.0007,0.0188,0.0356
Binary Heap,1000,0.01,0.8269,0.1599,0.0851,0.5117
Bucket Queue,1000,0.01,0.0998,0.0027,0.0025,0.0326
LL Priority Queue,1000,0.01,0.2763,0.0025,0.0006,0.2042
Priority Queue,1000,0.01,0.1152,0.0007,0.0156,0.0312
Binary Heap,1000,0.01,0.7823,0.1717,0.0745,0.4749
Bucket Queue,1000,0.01,0.2652,0.0083,0.0098,0.0367
LL Priority Queue,1000,0.01,0.4628,0.0023,0.0020,0.2572
Priority Queue,1000,0.01,0.2940,0.0006,0.0364,0.0463
Binary Heap,1000,0.01,1.2687,0.1754,0.1882,0.6800
Bucket Queue,1000,0.01,0.2529,0.0031,0.0117,0.0335
LL Priority Queue,1000,0.01,0.4886,0.0077,0.0020,0.2681
Priority Queue,1000,0.01,0.2680,0.0005,0.0315,0.0355
Binary Heap,1000,0.01,1.2496,0.1683,0.1812,0.6827
Bucket Queue,1000,0.01,0.1866,0.0029,0.0072,0.0363
LL Priority Queue,1000,0.01,0.4262,0.0026,0.0013,0.2731
Priority Queue,1000,0.01,0.2003,0.0056,0.0256,0.0355
Binary Heap,1000,0.01,1.1716,0.1735,0.1612,0.6785
Bucket Queue,1000,0.01,0.0789,0.0028,0.0017,0.0283
LL Priority Queue,1000,0.01,0.2414,0.0020,0.0005,0.1847
Priority Queue,1000,0.01,0.1044,0.0007,0.0140,0.0308
Binary Heap,1000,0.01,0.7175,0.1707,0.0620,0.4357
Bucket Queue,1000,0.01,0.1299,0.0037,0.0044,0.0326
LL Priority Queue,1000,0.01,0.3515,0.0025,0.0009,0.2443
Priority Queue,1000,0.01,0.1375,0.0006,0.0180,0.0328
Binary Heap,1000,0.01,0.9540,0.1761,0.1074,0.5769
Bucket Queue,1000,0.01,0.2298,0.0083,0.0081,0.0352
LL Priority Queue,1000,0.01,0.4490,0.0029,0.0017,0.2690
Priority Queue,1000,0.01,0.2206,0.0006,0.0276,0.0348
Binary Heap,1000,0.01,1.2479,0.1662,0.1843,0.7046
Bucket Queue,1000,0.01,0.3043,0.0024,0.0128,0.0357
LL Priority Queue,1000,0.01,0.5222,0.0085,0.0025,0.2582
Priority Queue,1000,0.01,0.3195,0.0005,0.0334,0.0360
Binary Heap,1000,0.01,1.3806,0.1732,0.2053,0.7105
Bucket Queue,1000,0.01,0.0615,0.0036,0.0013,0.0250
LL Priority Queue,1000,0.01,0.1624,0.0077,0.0003,0.1209
Priority Queue,1000,0.01,0.0657,0.0006,0.0090,0.0203
Binary Heap,1000,0.01,0.5805,0.1816,0.0431,0.3227
Bucket Queue,1000,0.01,0.0937,0.0042,0.0022,0.0322
LL Priority Queue,1000,0.01,0.2361,0.0023,0.0005,0.1768
Priority Queue,1000,0.01,0.1058,0.0007,0.0140,0.0302
Binary Heap,1000,0.01,0.7572,0.1893,0.0681,0.4446
Bucket Queue,1000,0.01,0.1351,0.0030,0.0042,0.0311
LL Priority Queue,1000,0.01,0.3689,0.0027,0.0010,0.2487
Priority Queue,1000,0.01,0.1413,0.0007,0.0191,0.0297
Binary Heap,1000,0.01,1.0009,0.1725,0.1242,0.5940
Bucket Queue,1000,0.01,0.2594,0.0070,0.0090,0.0338
LL Priority Queue,1000,0.01,0.4678,0.0021,0.0018,0.2625
Priority Queue,1000,0.01,0.2707,0.0005,0.0311,0.0372
Binary Heap,1000,0.01,1.2986,0.1719,0.1883,0.7180
Bucket Queue,1000,0.01,0.1525,0.0028,0.0050,0.0334
LL Priority Queue,1000,0.01,0.4019,0.0087,0.0011,0.2701
Priority Queue,1000,0.01,0.1733,0.0005,0.0226,0.0349
Binary Heap,1000,0.01,1.0698,0.1710,0.1406,0.6254
Bucket Queue,1000,0.01,0.2791,0.0023,0.0124,0.0340
LL Priority Queue,1000,0.01,0.4836,0.0024,0.0021,0.2598
Priority Queue,1000,0.01,0.3100,0.0057,0.0340,0.0381
Binary Heap,1000,0.01,1.3528,0.1655,0.2022,0.7287
Bucket Queue,1000,0.01,0.1003,0.0026,0.0023,0.0306
LL Priority Queue,1000,0.01,0.2936,0.0025,0.0006,0.2172
Priority Queue,1000,0.01,0.1060,0.0006,0.0143,0.0284
Binary Heap,1000,0.01,0.7945,0.1598,0.0785,0.4917
Bucket Queue,1000,0.01,0.1928,0.0028,0.0064,0.0344
LL Priority Queue,1000,0.01,0.4238,0.0026,0.0014,0.2675
Priority Queue,1000,0.01,0.2047,0.0005,0.0261,0.0352
Binary Heap,1000,0.01,1.1528,0.1721,0.1598,0.6591
Bucket Queue,1000,0.01,0.0887,0.0081,0.0017,0.0295
LL Priority Queue,1000,0.01,0.2278,0.0021,0.0005,0.1714
Priority Queue,1000,0.01,0.0994,0.0006,0.0133,0.0271
Binary Heap,1000,0.01,0.7426,0.1922,0.0653,0.4322
Bucket Queue,1000,0.01,0.0626,0.0036,0.0010,0.0259
LL Priority Queue,1000,0.01,0.1980,0.0089,0.0004,0.1507
Priority Queue,1000,0.01,0.0740,0.0006,0.0099,0.0232
Binary Heap,1000,0.01,0.6231,0.1852,0.0458,0.3566
Bucket Queue,1000,0.01,0.0886,0.0034,0.0022,0.0295
LL Priority Queue,1000,0.01,0.2821,0.0024,0.0006,0.2117
Priority Queue,1000,0.01,0.1142,0.0078,0.0142,0.0296
Binary Heap,1000,0.01,0.7519,0.1681,0.0695,0.4574
Bucket Queue,1000,0.01,0.3023,0.0031,0.0116,0.0345
LL Priority Queue,1000,0.01,0.4700,0.0023,0.0021,0.2407
Priority Queue,1000,0.01,0.3087,0.0005,0.0346,0.0395
Binary Heap,1000,0.01,1.3443,0.1761,0.2015,0.7003
Bucket Queue,1000,0.01,0.1122,0.0028,0.0024,0.0326
LL Priority Queue,1000,0.01,0.3132,0.0023,0.0008,0.2239
Priority Queue,1000,0.01,0.1294,0.0008,0.0175,0.0337
Binary Heap,1000,0.01,0.8600,0.1601,0.0919,0.5304
Bucket Queue,1000,0.01,0.1322,0.0084,0.0034,0.0312
LL Priority Queue,1000,0.01,0.3460,0.0023,0.0009,0.2473
Priority Queue,1000,0.01,0.1403,0.0006,0.0191,0.0352
Binary Heap,1000,0.01,0.9659,0.1702,0.1085,0.5912
Bucket Queue,1000,0.01,0.1439,0.0031,0.0040,0.0314
LL Priority Queue,1000,0.01,0.3682,0.0078,0.0010,0.2428
Priority Queue,1000,0.01,0.1741,0.0006,0.0229,0.0368
Binary Heap,1000,0.01,1.0453,0.1696,0.1344,0.6135
Bucket Queue,1000,0.01,0.1837,0.0027,0.0097,0.0331
LL Priority Queue,1000,0.01,0.4258,0.0089,0.0014,0.2594
Priority Queue,1000,0.01,0.2115,0.0171,0.0245,0.0340
Binary Heap,1000,0.01,1.1585,0.1741,0.1622,0.6554
Bucket Queue,1000,0.01,0.0736,0.0029,0.0014,0.0271
LL Priority Queue,1000,0.01,0.1968,0.0029,0.0004,0.1503
Priority Queue,1000,0.01,0.0806,0.0006,0.0108,0.0243
Binary Heap,1000,0.01,0.6802,0.1793,0.0562,0.4006
Bucket Queue,1000,0.01,0.1470,0.0032,0.0043,0.0328
LL Priority Queue,1000,0.01,0.3877,0.0023,0.0011,0.2583
Priority Queue,1000,0.01,0.1541,0.0005,0.0204,0.0318
Binary Heap,1000,0.01,1.0271,0.1692,0.1310,0.6058
Bucket Queue,1000,0.01,0.1629,0.0085,0.0043,0.0319
LL Priority Queue,1000,0.01,0.3871,0.0022,0.0012,0.2533
